日期,股票代码,股票名称,信号类型,当前价格,维度一状态,技术维度满足数,三者取二,信号强度,决策依据,执行状态,未执行原因,执行日期,执行价格,信号前持仓数量,信号前持仓占比,交易数量,交易后持仓数量,交易后持仓占比,DCF估值,价值比率,价值过滤器状态,行业名称,14周RSI,行业买入阈值,行业卖出阈值,行业极端买入,行业极端卖出,RSI信号类型,价格背离,维度二状态,MACD_DIF,MACD_DEA,MACD柱体,MACD颜色,柱体趋势,金叉死叉状态,维度三状态,布林中轨,布林上轨,布林下轨,价格布林位置,当前成交量,成交量基准,成交量比率,显著放量,维度四状态,最近5周价格,最近5周成交量,数据质量,计算异常,信号ID
2024-08-09 00:00:00,600900,长江电力(600900),SELL,29.54,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-09 00:00:00,29.54,170000,0.0497,34000,136000,0.0398,39.0,0.76,满足,电力,67.98,37.37,64.42,32.22,69.22,普通信号,无背离信号,卖出,1.5377,1.362,0.1757,红色,连续缩短,无交叉,卖出,27.47,31.45,23.5,区间内,330852050,402531685,0.82,否,无,"[29.88, 30.58, 30.15, 30.24, 29.54]","[406045171.0, 434190363.0, 488545672.0, 356538657.0, 330852050.0]",数据长度170条,无,600900_20240809_SELL_1723161600
2024-08-16 00:00:00,600900,长江电力(600900),SELL,29.62,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-16 00:00:00,29.62,136000,0.0396,27200,108800,0.0317,39.0,0.76,满足,电力,68.37,37.37,64.42,32.22,69.22,普通信号,无背离信号,卖出,1.4838,1.3864,0.0974,红色,连续缩短,无交叉,卖出,27.71,31.61,23.81,区间内,275954303,362972670,0.76,否,无,"[30.58, 30.15, 30.24, 29.54, 29.62]","[434190363.0, 488545672.0, 356538657.0, 330852050.0, 275954303.0]",数据长度171条,无,600900_20240816_SELL_1723766400
2024-08-23 00:00:00,600985,淮北矿业(600985),BUY,13.46,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-08-23 00:00:00,13.46,185200,0.0248,92600,277800,0.0372,25.0,0.54,满足,煤炭开采,33.0,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.8703,-0.3583,-0.512,绿色,连续放大,无交叉,买入,17.0,21.31,12.7,区间内,88985638,76703083,1.16,否,无,"[14.31, 14.51, 14.54, 14.29, 13.46]","[102083171.0, 81573020.0, 72339217.0, 63914457.0, 88985638.0]",数据长度172条,无,600985_20240823_BUY_1724371200
2024-08-23 00:00:00,002466,天齐锂业(002466),BUY,25.11,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-08-23 00:00:00,25.11,85900,0.0215,42900,128800,0.0322,75.0,0.33,满足,能源金属,21.61,25.33,66.06,22.83,72.56,极端信号,无背离信号,买入,-6.0452,-5.9509,-0.0944,绿色,连续放大,无交叉,买入,33.81,46.81,20.82,区间内,121557490,97148640,1.25,否,无,"[29.12, 28.53, 27.39, 26.7, 25.11]","[102683845.0, 93706729.0, 88732586.0, 84597756.0, 121557490.0]",数据长度172条,无,002466_20240823_BUY_1724371200
2024-08-23 00:00:00,600900,长江电力(600900),SELL,29.91,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-23 00:00:00,29.91,108800,0.0324,21700,87100,0.026,39.0,0.77,满足,电力,69.83,37.37,64.42,32.22,69.22,极端信号,无背离信号,卖出,1.4477,1.3986,0.0491,红色,连续缩短,无交叉,卖出,27.98,31.69,24.27,区间内,268668853,308003465,0.87,否,无,"[30.15, 30.24, 29.54, 29.62, 29.91]","[488545672.0, 356538657.0, 330852050.0, 275954303.0, 268668853.0]",数据长度172条,无,600900_20240823_SELL_1724371200
2024-09-13 00:00:00,600985,淮北矿业(600985),BUY,13.02,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-09-13 00:00:00,13.02,277800,0.037,138900,416700,0.0556,25.0,0.52,满足,煤炭开采,34.27,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-1.0165,-0.6474,-0.3691,绿色,连续放大,无交叉,买入,16.24,20.73,11.74,区间内,77656972,93839921,0.83,否,无,"[14.29, 13.46, 14.46, 13.79, 13.02]","[63914457.0, 88985638.0, 104893759.0, 103823317.0, 77656972.0]",数据长度175条,无,600985_20240913_BUY_1726185600
2024-09-13 00:00:00,000807,云铝股份(000807),BUY,11.44,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-09-13 00:00:00,11.44,429500,0.0503,214700,644200,0.0755,25.0,0.46,满足,工业金属,38.44,38.45,70.61,33.57,76.29,普通信号,无背离信号,买入,-0.5056,-0.2623,-0.2434,绿色,连续放大,无交叉,买入,13.17,15.79,10.55,区间内,130032205,140944699,0.92,否,无,"[11.59, 11.43, 12.08, 11.6, 11.44]","[90525829.0, 117927337.0, 187983753.0, 127835501.0, 130032205.0]",数据长度175条,无,000807_20240913_BUY_1726185600
2024-09-13 00:00:00,600079,人福医药(600079),BUY,16.13,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-09-13 00:00:00,16.13,257000,0.0425,128500,385500,0.0637,28.0,0.58,满足,化学制药,34.07,35.53,73.1,31.82,79.75,普通信号,无背离信号,买入,-0.6299,-0.6816,0.0518,红色,连续缩短,无交叉,无,18.93,21.43,16.43,跌破下轨,125309900,82259957,1.52,是,买入,"[19.47, 19.63, 20.05, 19.1, 16.13]","[54337089.0, 62162953.0, 67764210.0, 73802766.0, 125309900.0]",数据长度175条,无,600079_20240913_BUY_1726185600
2025-02-21 00:00:00,601088,中国神华(601088),BUY,35.38,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-21 00:00:00,35.38,18600,0.006,1800,20400,0.0066,45.0,0.79,满足,煤炭开采,33.94,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6775,-0.1094,-0.5681,绿色,连续缩短,无交叉,无,40.37,43.86,36.89,跌破下轨,259319639,127029348,2.04,是,买入,"[39.08, 40.0, 38.89, 38.13, 35.38]","[146768337.0, 29457006.0, 82571178.0, 136769569.0, 259319639.0]",数据长度198条,无,601088_20250221_BUY_1740096000
2025-02-21 00:00:00,601225,陕西煤业(601225),BUY,19.53,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-21 00:00:00,19.53,222200,0.0398,111100,333300,0.0598,40.0,0.49,满足,煤炭开采,31.95,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.9873,-0.6137,-0.3736,绿色,连续缩短,无交叉,无,23.2,26.38,20.02,跌破下轨,234100956,128751024,1.82,是,买入,"[21.58, 21.75, 21.27, 21.19, 19.53]","[164489061.0, 21587458.0, 113848584.0, 145467101.0, 234100956.0]",数据长度198条,无,601225_20250221_BUY_1740096000
2025-02-28 00:00:00,601088,中国神华(601088),BUY,35.45,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-28 00:00:00,35.45,20400,0.0067,2000,22400,0.0073,45.0,0.79,满足,煤炭开采,34.27,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.928,-0.2731,-0.6549,绿色,连续缩短,无交叉,无,40.02,43.96,36.08,跌破下轨,244278718,180734776,1.35,是,买入,"[40.0, 38.89, 38.13, 35.38, 35.45]","[29457006.0, 82571178.0, 136769569.0, 259319639.0, 244278718.0]",数据长度199条,无,601088_20250228_BUY_1740700800
2025-02-28 00:00:00,601225,陕西煤业(601225),BUY,18.95,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-28 00:00:00,18.95,333300,0.0581,166600,499900,0.0872,40.0,0.47,满足,煤炭开采,30.14,34.31,69.3,31.73,77.83,极端信号,无背离信号,买入,-1.1572,-0.7224,-0.4348,绿色,连续缩短,无交叉,无,22.88,26.39,19.36,跌破下轨,218000764,177854351,1.23,否,买入,"[21.75, 21.27, 21.19, 19.53, 18.95]","[21587458.0, 113848584.0, 145467101.0, 234100956.0, 218000764.0]",数据长度199条,无,601225_20250228_BUY_1740700800
2025-03-21 00:00:00,601898,中煤能源(601898),BUY,10.23,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-03-21 00:00:00,10.23,473400,0.0435,236700,710100,0.0652,39.0,0.26,满足,煤炭开采,34.03,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6512,-0.4788,-0.1724,绿色,连续放大,无交叉,买入,11.55,13.49,9.62,区间内,191285789,197908429,0.97,否,无,"[10.37, 10.12, 10.03, 10.38, 10.23]","[134611038.0, 193138401.0, 195978182.0, 211231344.0, 191285789.0]",数据长度202条,无,601898_20250321_BUY_1742515200
2025-03-28 00:00:00,601898,中煤能源(601898),BUY,10.12,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-03-28 00:00:00,10.12,710100,0.0642,355000,1065100,0.0962,39.0,0.26,满足,煤炭开采,33.14,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6632,-0.5157,-0.1475,绿色,连续放大,无交叉,买入,11.42,13.35,9.48,区间内,231225212,207430131,1.11,否,无,"[10.12, 10.03, 10.38, 10.23, 10.12]","[193138401.0, 195978182.0, 211231344.0, 191285789.0, 231225212.0]",数据长度203条,无,601898_20250328_BUY_1743120000
2025-04-11 00:00:00,600985,淮北矿业(600985),BUY,12.26,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-04-11 00:00:00,12.26,416700,0.0486,208300,625000,0.0729,25.0,0.49,满足,煤炭开采,33.77,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.5785,-0.5441,-0.0344,绿色,连续缩短,DIF死叉DEA,无,13.7,14.83,12.58,跌破下轨,107297594,87916767,1.22,否,买入,"[13.91, 13.69, 13.27, 13.26, 12.26]","[99124623.0, 68968921.0, 114665748.0, 60734808.0, 107297594.0]",数据长度205条,无,600985_20250411_BUY_1744329600
2025-04-11 00:00:00,601898,中煤能源(601898),BUY,9.87,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-04-11 00:00:00,9.87,1065100,0.1,532200,1597300,0.15,39.0,0.25,满足,煤炭开采,33.1,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6617,-0.5652,-0.0965,绿色,连续放大,无交叉,买入,11.15,13.0,9.3,区间内,220835724,191531304,1.15,否,无,"[10.38, 10.23, 10.12, 10.4, 9.87]","[211231344.0, 191285789.0, 231225212.0, 122778492.0, 220835724.0]",数据长度205条,无,601898_20250411_BUY_1744329600
2025-06-20 00:00:00,600985,淮北矿业(600985),BUY,11.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-06-20 00:00:00,11.25,625000,0.064,312500,937500,0.096,25.0,0.45,满足,煤炭开采,32.53,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6687,-0.645,-0.0238,绿色,连续缩短,DIF死叉DEA,无,12.76,14.26,11.27,跌破下轨,82470346,76820655,1.07,否,买入,"[12.37, 12.43, 12.76, 11.9, 11.25]","[65470451.0, 59400152.0, 66908242.0, 98503882.0, 82470346.0]",数据长度215条,无,600985_20250620_BUY_1750377600
2025-08-15 00:00:00,600900,长江电力(600900),BUY,27.63,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-08-15 00:00:00,27.63,87100,0.0193,8700,95800,0.0213,39.0,0.71,满足,电力,36.05,37.37,64.42,32.22,69.22,普通信号,无背离信号,买入,-0.0814,0.2527,-0.3341,绿色,连续缩短,无交叉,无,29.5,31.31,27.7,跌破下轨,501088162,530453055,0.94,否,买入,"[29.5, 28.75, 27.99, 27.86, 27.63]","[293657958.0, 547338504.0, 610163549.0, 463222007.0, 501088162.0]",数据长度223条,无,600900_20250815_BUY_1755216000
2025-09-05 00:00:00,000651,格力电器(000651),BUY,41.36,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-09-05 00:00:00,41.36,148700,0.0495,53400,202100,0.0672,84.0,0.49,满足,白色家电,36.46,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,0.0381,0.5614,-0.5233,绿色,连续缩短,无交叉,无,45.83,49.05,42.6,跌破下轨,464119580,363078917,1.28,否,买入,"[47.44, 47.79, 47.11, 42.6, 41.36]","[128969862.0, 162183888.0, 305624863.0, 520387339.0, 464119580.0]",数据长度226条,无,000651_20250905_BUY_1757030400
2025-10-03 00:00:00,600900,长江电力(600900),BUY,27.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-03 00:00:00,27.25,95800,0.0202,19100,114900,0.0242,39.0,0.7,满足,电力,36.13,37.37,64.42,32.22,69.22,普通信号,无背离信号,买入,-0.4417,-0.2152,-0.2265,绿色,连续放大,无交叉,买入,28.9,31.4,26.41,区间内,154585874,344028436,0.45,否,无,"[28.07, 27.93, 27.2, 27.47, 27.25]","[709685786.0, 424436622.0, 409881567.0, 387209682.0, 154585874.0]",数据长度230条,无,600900_20251003_BUY_1759449600
2025-10-17 00:00:00,000651,格力电器(000651),BUY,40.22,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-17 00:00:00,40.22,202100,0.06,3100,205200,0.0609,84.0,0.48,满足,白色家电,35.47,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.3148,-0.6186,-0.6962,绿色,连续放大,无交叉,买入,44.09,50.01,38.18,区间内,241154633,169098443,1.43,是,无,"[40.44, 39.85, 39.72, 40.41, 40.22]","[254816728.0, 229914921.0, 80556755.0, 124767466.0, 241154633.0]",数据长度232条,无,000651_20251017_BUY_1760659200
2025-10-24 00:00:00,002460,赣锋锂业(002460),SELL,64.3,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-10-24 00:00:00,64.3,114900,0.0525,57400,57500,0.0263,80.0,0.8,满足,能源金属,81.08,25.33,66.06,22.83,72.56,极端信号,无背离信号,卖出,7.4557,4.843,2.6128,红色,连续缩短,无交叉,卖出,43.93,66.14,21.73,区间内,403602489,374077702,1.08,否,无,"[54.25, 60.88, 63.93, 60.96, 64.3]","[590017970.0, 231362561.0, 285393025.0, 575952734.0, 403602489.0]",数据长度233条,无,002460_20251024_SELL_1761264000
2025-10-24 00:00:00,000807,云铝股份(000807),SELL,23.18,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-10-24 00:00:00,23.18,644200,0.1062,322100,322100,0.0531,25.0,0.93,满足,工业金属,73.03,38.45,70.61,33.57,76.29,普通信号,无背离信号,卖出,1.5589,1.1281,0.4307,红色,连续放大,无交叉,无,18.24,22.74,13.74,突破上轨,334223976,220510483,1.52,是,卖出,"[19.7, 20.6, 20.99, 20.68, 23.18]","[224851439.0, 84213662.0, 147070564.0, 316533731.0, 334223976.0]",数据长度233条,无,000807_20251024_SELL_1761264000
2025-10-24 00:00:00,000651,格力电器(000651),BUY,40.5,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-24 00:00:00,40.5,205200,0.0591,102600,307800,0.0886,84.0,0.48,满足,白色家电,37.06,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.344,-0.7637,-0.5803,绿色,连续放大,无交叉,买入,43.88,49.98,37.77,区间内,168033352,153628051,1.09,否,无,"[39.85, 39.72, 40.41, 40.22, 40.5]","[229914921.0, 80556755.0, 124767466.0, 241154633.0, 168033352.0]",数据长度233条,无,000651_20251024_BUY_1761264000
2025-10-31 00:00:00,000651,格力电器(000651),BUY,39.75,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-31 00:00:00,39.75,307800,0.085,153900,461700,0.1275,84.0,0.47,满足,白色家电,34.6,39.39,73.16,34.98,77.81,极端信号,无背离信号,买入,-1.4114,-0.8932,-0.5182,绿色,连续放大,无交叉,买入,43.62,49.96,37.28,区间内,260317105,198568139,1.31,是,无,"[39.72, 40.41, 40.22, 40.5, 39.75]","[80556755.0, 124767466.0, 241154633.0, 168033352.0, 260317105.0]",数据长度234条,无,000651_20251031_BUY_1761868800
2025-11-07 00:00:00,000651,格力电器(000651),BUY,40.02,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-11-07 00:00:00,40.02,461700,0.1238,29700,491400,0.1318,84.0,0.48,满足,白色家电,36.24,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.4267,-0.9999,-0.4267,绿色,连续放大,无交叉,买入,43.39,49.89,36.88,区间内,188507491,214503145,0.88,否,无,"[40.41, 40.22, 40.5, 39.75, 40.02]","[124767466.0, 241154633.0, 168033352.0, 260317105.0, 188507491.0]",数据长度235条,无,000651_20251107_BUY_1762473600
2025-11-14 00:00:00,002460,赣锋锂业(002460),SELL,68.89,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-11-14 00:00:00,68.89,57500,0.0266,28700,28800,0.0133,80.0,0.86,满足,能源金属,81.23,25.33,66.06,22.83,72.56,极端信号,无背离信号,卖出,9.0375,6.7418,2.2957,红色,连续缩短,无交叉,卖出,49.52,75.38,23.66,区间内,470026436,462677527,1.02,否,无,"[60.96, 64.3, 69.02, 69.99, 68.89]","[575952734.0, 403602489.0, 540567438.0, 436513745.0, 470026436.0]",数据长度236条,无,002460_20251114_SELL_1763078400
2025-11-21 00:00:00,000651,格力电器(000651),BUY,40.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-11-21 00:00:00,40.25,491400,0.1373,45400,536800,0.15,84.0,0.48,满足,白色家电,38.41,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.3474,-1.1293,-0.2181,绿色,连续放大,无交叉,买入,42.83,49.29,36.38,区间内,173398017,217617248,0.8,否,无,"[40.5, 39.75, 40.02, 40.62, 40.25]","[168033352.0, 260317105.0, 188507491.0, 248246381.0, 173398017.0]",数据长度237条,无,000651_20251121_BUY_1763683200
2025-11-28 00:00:00,002466,天齐锂业(002466),SELL,55.03,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-11-28 00:00:00,55.03,128800,0.0489,25700,103100,0.0392,75.0,0.73,满足,能源金属,72.82,25.33,66.06,22.83,72.56,极端信号,无背离信号,卖出,5.4774,4.6508,0.8266,红色,连续缩短,无交叉,卖出,46.82,58.64,35.01,区间内,408321151,500287767,0.82,否,无,"[53.4, 56.99, 56.61, 56.08, 55.03]","[544769113.0, 433263265.0, 511682486.0, 647884169.0, 408321151.0]",数据长度238条,无,002466_20251128_SELL_1764288000
2025-11-28 00:00:00,000651,格力电器(000651),BUY,40.36,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-11-28 00:00:00,40.36,536800,0.1496,1300,538100,0.15,84.0,0.48,满足,白色家电,39.11,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.3021,-1.1639,-0.1382,绿色,连续放大,无交叉,买入,42.5,48.75,36.25,区间内,158869224,192255278,0.83,否,无,"[39.75, 40.02, 40.62, 40.25, 40.36]","[260317105.0, 188507491.0, 248246381.0, 173398017.0, 158869224.0]",数据长度238条,无,000651_20251128_BUY_1764288000
2025-12-12 00:00:00,600079,人福医药(600079),BUY,17.73,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-12-12 00:00:00,17.73,385500,0.0475,77100,462600,0.0569,28.0,0.63,满足,化学制药,30.81,35.53,73.1,31.82,79.75,极端信号,无背离信号,买入,-0.6258,-0.2741,-0.3517,绿色,连续缩短,无交叉,无,20.67,22.89,18.46,跌破下轨,136879983,100501107,1.36,是,买入,"[20.78, 19.16, 19.33, 18.64, 17.73]","[87264631.0, 106535072.0, 66401986.0, 92187388.0, 136879983.0]",数据长度240条,无,600079_20251212_BUY_1765497600
