日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,0.221,0.0,0.0,0.0,0.00,473400,473400,104621.40,每股分红0.221元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,0.300,0.0,0.0,0.0,0.00,289000,289000,86700.00,每股分红0.300元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,222200,222200,22886.60,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,77700,77700,73815.00,每股分红0.950元
2025-01-24,600900,长江电力(600900),分红,2025-01-24,0.210,0.0,0.0,0.0,0.00,87100,87100,18291.00,每股分红0.210元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,289000,289000,144500.00,每股分红0.500元
2025-05-16,000651,格力电器(000651),分红,2025-05-16,1.000,0.0,0.0,0.0,0.00,148700,148700,148700.00,每股分红1.000元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,416700,416700,312525.00,每股分红0.750元
2025-06-13,000333,美的集团(000333),分红,2025-06-13,3.500,0.0,0.0,0.0,0.00,90900,90900,318150.00,每股分红3.500元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,77700,77700,78865.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,499900,499900,567886.40,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,429500,429500,77310.00,每股分红0.180元
2025-06-27,601919,中远海控(601919),分红,2025-06-27,1.030,0.0,0.0,0.0,0.00,421500,421500,434145.00,每股分红1.030元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,186400,186400,93200.00,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,40900,40900,92434.00,每股分红2.260元
2025-07-18,002460,赣锋锂业(002460),分红,2025-07-18,0.150,0.0,0.0,0.0,0.00,114900,114900,17235.00,每股分红0.150元
2025-07-18,600900,长江电力(600900),分红,2025-07-18,0.733,0.0,0.0,0.0,0.00,87100,87100,63844.30,每股分红0.733元
2025-07-18,601668,中国铝业(601668),分红,2025-07-18,0.271,0.0,0.0,0.0,0.00,1052600,1052600,285780.90,每股分红0.271元
2025-07-25,600362,江西铜业(600362),分红,2025-07-25,0.700,0.0,0.0,0.0,0.00,55200,55200,38640.00,每股分红0.700元
2025-08-22,600079,人福医药(600079),分红,2025-08-22,0.320,0.0,0.0,0.0,0.00,257000,257000,82240.00,每股分红0.320元
2025-08-29,601898,中煤能源(601898),分红,2025-08-29,0.258,0.0,0.0,0.0,0.00,1597600,1597600,412180.80,每股分红0.258元
2025-08-29,000651,格力电器(000651),分红,2025-08-29,2.000,0.0,0.0,0.0,0.00,148700,148700,297400.00,每股分红2.000元
