日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2024-05-17,000933,神火股份(000933),分红,2024-05-17,8.000,0.0,0.0,0.0,0.00,188400,188400,1507200.00,每股分红8.000元
2024-05-31,002738,中矿资源(002738),分红,2024-05-31,10.000,0.0,0.0,0.0,0.00,124336,124336,1243360.00,每股分红10.000元
2024-06-07,600985,淮北矿业(600985),分红,2024-06-07,10.000,0.0,0.0,0.0,0.00,124400,124400,1244000.00,每股分红10.000元
2024-06-14,603345,安井食品(603345),分红,2024-06-14,17.750,0.0,0.0,0.0,0.00,77100,77100,1368525.00,每股分红17.750元
2024-06-21,000807,云铝股份(000807),分红,2024-06-21,2.300,0.0,0.0,0.0,0.00,197300,197300,453790.00,每股分红2.300元
2024-06-28,601225,陕西煤业(601225),分红,2024-06-28,13.150,0.0,0.0,0.0,0.00,146400,146400,1925160.00,每股分红13.150元
2024-07-12,601088,中国神华(601088),分红,2024-07-12,22.600,0.0,0.0,0.0,0.00,51600,51600,1166160.00,每股分红22.600元
2024-07-26,002460,赣锋锂业(002460),分红,2024-07-26,8.000,0.0,0.0,0.0,0.00,147900,147900,1183200.00,每股分红8.000元
2024-08-23,601898,中煤能源(601898),分红,2024-08-23,4.420,0.0,0.0,0.0,0.00,316400,316400,1398488.00,每股分红4.420元
2024-09-27,603345,安井食品(603345),分红,2024-09-27,13.800,0.0,0.0,0.0,0.00,77100,77100,1063980.00,每股分红13.800元
2024-09-30,000807,云铝股份(000807),分红,2024-09-30,2.300,0.0,0.0,0.0,0.00,197300,197300,453790.00,每股分红2.300元
2024-10-11,600079,人福医药(600079),分红,2024-10-11,1.500,0.0,0.0,0.0,0.00,330000,330000,495000.00,每股分红1.500元
2024-10-25,601225,陕西煤业(601225),分红,2024-10-25,1.090,0.0,0.0,0.0,0.00,146400,146400,159576.00,每股分红1.090元
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,2.210,0.0,0.0,0.0,0.00,316400,316400,699244.00,每股分红2.210元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,3.000,0.0,0.0,0.0,0.00,188400,188400,565200.00,每股分红3.000元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,1.030,0.0,0.0,0.0,0.00,146400,146400,150792.00,每股分红1.030元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,9.500,0.0,0.0,0.0,0.00,77100,77100,732450.00,每股分红9.500元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,5.000,0.0,0.0,0.0,0.00,188400,188400,942000.00,每股分红5.000元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,7.500,0.0,0.0,0.0,0.00,124400,124400,933000.00,每股分红7.500元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,10.150,0.0,0.0,0.0,0.00,77100,77100,782565.00,每股分红10.150元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,11.360,0.0,0.0,0.0,0.00,146400,146400,1663104.00,每股分红11.360元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,1.800,0.0,0.0,0.0,0.00,197300,197300,355140.00,每股分红1.800元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,5.000,0.0,0.0,0.0,0.00,124336,124336,621680.00,每股分红5.000元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,22.600,0.0,0.0,0.0,0.00,51600,51600,1166160.00,每股分红22.600元
2025-07-18,002460,赣锋锂业(002460),分红,2025-07-18,1.500,0.0,0.0,0.0,0.00,147900,147900,221850.00,每股分红1.500元
