日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2019-07-19,601898,中煤能源(601898),分红,2019-07-19,0.078,0.0,0.0,0.0,0.00,1375500,1375500,107289.00,每股分红0.078元
2019-07-19,600900,长江电力(600900),分红,2019-07-19,0.680,0.0,0.0,0.0,0.00,935400,935400,636072.00,每股分红0.680元
2020-05-22,002738,中矿资源(002738),分红,2020-05-22,0.050,0.0,0.0,0.0,0.00,814975,814975,40748.75,每股分红0.050元
2020-06-05,600985,淮北矿业(600985),分红,2020-06-05,0.600,0.0,0.0,0.0,0.00,38215,38215,22929.00,每股分红0.600元
2020-06-19,601088,中国神华(601088),分红,2020-06-19,1.260,0.0,0.0,0.0,0.00,539900,539900,680274.00,每股分红1.260元
2020-07-03,000933,神火股份(000933),分红,2020-07-03,0.100,0.0,0.0,0.0,0.00,3178500,3178500,317850.00,每股分红0.100元
2020-07-10,601225,陕西煤业(601225),分红,2020-07-10,0.360,0.0,0.0,0.0,0.00,709200,709200,255312.00,每股分红0.360元
2020-07-10,601898,中煤能源(601898),分红,2020-07-10,0.127,0.0,0.0,0.0,0.00,1677700,1677700,213067.90,每股分红0.127元
2020-07-17,600900,长江电力(600900),分红,2020-07-17,0.680,0.0,0.0,0.0,0.00,935500,935500,636140.00,每股分红0.680元
2020-07-31,600079,人福医药(600079),分红,2020-07-31,0.050,0.0,0.0,0.0,0.00,678000,678000,33900.00,每股分红0.050元
2021-05-21,600985,淮北矿业(600985),分红,2021-05-21,0.650,0.0,0.0,0.0,0.00,38215,38215,24839.75,每股分红0.650元
2021-06-18,601898,中煤能源(601898),分红,2021-06-18,0.134,0.0,0.0,0.0,0.00,1677700,1677700,224811.80,每股分红0.134元
2021-06-25,002738,中矿资源(002738),分红,2021-06-25,0.050,0.0,0.0,0.0,0.00,814975,814975,40748.75,每股分红0.050元
2021-06-25,000933,神火股份(000933),分红,2021-06-25,0.100,0.0,0.0,0.0,0.00,3178500,3178500,317850.00,每股分红0.100元
2021-07-09,601225,陕西煤业(601225),分红,2021-07-09,0.800,0.0,0.0,0.0,0.00,709200,709200,567360.00,每股分红0.800元
2021-07-16,601088,中国神华(601088),分红,2021-07-16,1.810,0.0,0.0,0.0,0.00,539900,539900,977219.00,每股分红1.810元
2021-07-16,600900,长江电力(600900),分红,2021-07-16,0.700,0.0,0.0,0.0,0.00,935500,935500,654850.00,每股分红0.700元
2021-07-16,601919,中远海控(601919),转增,2021-07-16,0.000,0.0,0.3,0.0,0.00,1870900,1927027,0.00,10转0.3股
2022-05-20,000933,神火股份(000933),分红,2022-05-20,0.450,0.0,0.0,0.0,0.00,3178500,3178500,1430325.00,每股分红0.450元
2022-06-02,002738,中矿资源(002738),分红+转增,2022-06-02,0.100,0.0,0.4,0.0,0.00,75,78,7.50,每股分红0.100元; 10转0.4股
2022-06-10,600985,淮北矿业(600985),分红,2022-06-10,0.700,0.0,0.0,0.0,0.00,38215,38215,26750.50,每股分红0.700元
2022-06-24,000807,云铝股份(000807),分红,2022-06-24,0.113,0.0,0.0,0.0,0.00,3411400,3411400,385488.20,每股分红0.113元
2022-06-24,601919,中远海控(601919),分红,2022-06-24,0.870,0.0,0.0,0.0,0.00,1927027,1927027,1676513.49,每股分红0.870元
2022-07-08,601225,陕西煤业(601225),分红,2022-07-08,1.350,0.0,0.0,0.0,0.00,709200,709200,957420.00,每股分红1.350元
2022-07-15,601088,中国神华(601088),分红,2022-07-15,2.540,0.0,0.0,0.0,0.00,539900,539900,1371346.00,每股分红2.540元
2022-07-22,600900,长江电力(600900),分红,2022-07-22,0.815,0.0,0.0,0.0,0.00,935500,935500,762713.15,每股分红0.815元
2022-07-29,600079,人福医药(600079),分红,2022-07-29,0.150,0.0,0.0,0.0,0.00,1646800,1646800,247020.00,每股分红0.150元
2022-07-29,601898,中煤能源(601898),分红,2022-07-29,0.301,0.0,0.0,0.0,0.00,1677700,1677700,504987.70,每股分红0.301元
2022-12-16,601919,中远海控(601919),分红,2022-12-16,2.010,0.0,0.0,0.0,0.00,3738127,3738127,7513635.27,每股分红2.010元
2023-05-19,000933,神火股份(000933),分红,2023-05-19,1.000,0.0,0.0,0.0,0.00,3178500,3178500,3178500.00,每股分红1.000元
2023-06-02,002738,中矿资源(002738),分红+转增,2023-06-02,1.000,0.0,0.4,0.0,0.00,78,81,78.00,每股分红1.000元; 10转0.4股
2023-06-09,600985,淮北矿业(600985),分红,2023-06-09,1.050,0.0,0.0,0.0,0.00,38215,38215,40125.75,每股分红1.050元
2023-06-16,600079,人福医药(600079),分红,2023-06-16,0.160,0.0,0.0,0.0,0.00,1646800,1646800,263488.00,每股分红0.160元
2023-06-30,000807,云铝股份(000807),分红,2023-06-30,0.160,0.0,0.0,0.0,0.00,3411400,3411400,545824.00,每股分红0.160元
2023-06-30,601919,中远海控(601919),分红,2023-06-30,1.390,0.0,0.0,0.0,0.00,3738127,3738127,5195996.53,每股分红1.390元
2023-07-07,601088,中国神华(601088),分红,2023-07-07,2.550,0.0,0.0,0.0,0.00,539900,539900,1376745.00,每股分红2.550元
2023-07-14,601225,陕西煤业(601225),分红,2023-07-14,2.180,0.0,0.0,0.0,0.00,709200,709200,1546056.00,每股分红2.180元
2023-07-21,600900,长江电力(600900),分红,2023-07-21,0.853,0.0,0.0,0.0,0.00,2149200,2149200,1833912.36,每股分红0.853元
2023-07-28,601898,中煤能源(601898),分红,2023-07-28,0.413,0.0,0.0,0.0,0.00,1677700,1677700,692890.10,每股分红0.413元
2023-12-22,601919,中远海控(601919),分红,2023-12-22,0.510,0.0,0.0,0.0,0.00,4915327,4915327,2506816.77,每股分红0.510元
2024-05-17,000933,神火股份(000933),分红,2024-05-17,0.800,0.0,0.0,0.0,0.00,3554100,3554100,2843280.00,每股分红0.800元
2024-05-31,002738,中矿资源(002738),分红,2024-05-31,1.000,0.0,0.0,0.0,0.00,81,81,81.00,每股分红1.000元
2024-06-07,600985,淮北矿业(600985),分红,2024-06-07,1.000,0.0,0.0,0.0,0.00,24515,24515,24515.00,每股分红1.000元
2024-06-14,603345,安井食品(603345),分红,2024-06-14,1.775,0.0,0.0,0.0,0.00,424500,424500,753487.50,每股分红1.775元
2024-06-21,000807,云铝股份(000807),分红,2024-06-21,0.230,0.0,0.0,0.0,0.00,3411400,3411400,784622.00,每股分红0.230元
2024-06-21,601919,中远海控(601919),分红,2024-06-21,0.230,0.0,0.0,0.0,0.00,3932327,3932327,904435.21,每股分红0.230元
2024-06-28,601225,陕西煤业(601225),分红,2024-06-28,1.315,0.0,0.0,0.0,0.00,709200,709200,932598.00,每股分红1.315元
2024-06-28,600079,人福医药(600079),分红,2024-06-28,0.460,0.0,0.0,0.0,0.00,1976100,1976100,909006.00,每股分红0.460元
2024-07-12,601088,中国神华(601088),分红,2024-07-12,2.260,0.0,0.0,0.0,0.00,135000,135000,305100.00,每股分红2.260元
2024-07-19,600900,长江电力(600900),分红,2024-07-19,0.820,0.0,0.0,0.0,0.00,2149200,2149200,1762344.00,每股分红0.820元
2024-08-23,601898,中煤能源(601898),分红,2024-08-23,0.442,0.0,0.0,0.0,0.00,1677700,1677700,741543.40,每股分红0.442元
2024-09-27,603345,安井食品(603345),分红,2024-09-27,1.380,0.0,0.0,0.0,0.00,424500,424500,585810.00,每股分红1.380元
2024-09-30,000807,云铝股份(000807),分红,2024-09-30,0.230,0.0,0.0,0.0,0.00,3411400,3411400,784622.00,每股分红0.230元
2024-10-11,600079,人福医药(600079),分红,2024-10-11,0.150,0.0,0.0,0.0,0.00,1976100,1976100,296415.00,每股分红0.150元
2024-10-11,601919,中远海控(601919),分红,2024-10-11,0.520,0.0,0.0,0.0,0.00,3932327,3932327,2044810.04,每股分红0.520元
2024-10-25,601225,陕西煤业(601225),分红,2024-10-25,0.109,0.0,0.0,0.0,0.00,709200,709200,77302.80,每股分红0.109元
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,0.221,0.0,0.0,0.0,0.00,1677700,1677700,370771.70,每股分红0.221元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,0.300,0.0,0.0,0.0,0.00,3554100,3554100,1066230.00,每股分红0.300元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,709200,709200,73047.60,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,424500,424500,403275.00,每股分红0.950元
2025-01-24,600900,长江电力(600900),分红,2025-01-24,0.210,0.0,0.0,0.0,0.00,880400,880400,184884.00,每股分红0.210元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,3554100,3554100,1777050.00,每股分红0.500元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,55015,55015,41261.25,每股分红0.750元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,424500,424500,430867.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,1595700,1595700,1812715.20,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,3411400,3411400,614052.00,每股分红0.180元
2025-06-27,601919,中远海控(601919),分红,2025-06-27,1.030,0.0,0.0,0.0,0.00,3932327,3932327,4050296.81,每股分红1.030元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,81,81,40.50,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,148400,148400,335384.00,每股分红2.260元
2025-07-18,600900,长江电力(600900),分红,2025-07-18,0.733,0.0,0.0,0.0,0.00,880400,880400,645333.20,每股分红0.733元
2025-08-22,600079,人福医药(600079),分红,2025-08-22,0.320,0.0,0.0,0.0,0.00,1976100,1976100,632352.00,每股分红0.320元
2025-08-27,601898,中煤能源(601898),分红,2025-08-27,0.258,0.0,0.0,0.0,0.00,5662000,5662000,1460796.00,每股分红0.258元
